exercise_id,name,category,muscle_groups,equipment,difficulty,description,calories_per_minute,calories_per_rep,met_value
136,Holman Weighted Kneeling Lift,strength,Abdominals,other,intermediate,,8.019582175485304,14,5.434813540909489
137,Holman Hips-Up Weighted Pull-Over,strength,Abdominals,other,intermediate,,6.991398083786932,14,5.793251422124245
138,Holman Weighted Cross Punch,strength,Abdominals,other,intermediate,,7.442159892755159,6,4.152180516829716
139,Holman Straight-Leg Boat Hover Chest Press,strength,Abdominals,other,intermediate,,3.9467499499165686,13,5.721163497621212
140,Holman Weighted Pike,strength,Abdominals,other,intermediate,,9.804929086598953,5,9.175614493075738
141,Holman Feet-Elevated Wax-On Wax-Off,strength,Abdominals,other,intermediate,,6.600417552603599,13,8.894754846040957
142,Holman Elbow Plank to Towel Pike,strength,Abdominals,other,intermediate,,5.007572891386005,11,9.300505441751408
143,Holman Seated Killer Abs Overhead Press,strength,Abdominals,other,intermediate,,9.55206082034977,11,7.627737011726253
144,Holman Straight Plank Alternating Weighted Open,strength,Abdominals,other,intermediate,,8.614339719568838,13,3.4298796202034
145,Holman Weighted Killer Abs with Overhead Press,strength,Abdominals,other,intermediate,,3.0095279632615384,8,6.626482098113515
146,Holman Weighted Split-Leg Pike,strength,Abdominals,other,intermediate,,9.288923610247188,5,4.260162408733242
147,Holman Towel Reverse Plank Heel Pull-in,strength,Abdominals,other,intermediate,,3.7125813394208196,6,7.536609714032812
148,Stick Twist,strength,Abdominals,other,intermediate,,4.99286597690422,12,4.2273112875767485
149,Roc Everest,cardio,Abdominals,other,intermediate,,9.655837613765089,14,9.340992235661528
150,Standing cable low-to-high twist,strength,Abdominals,cable,intermediate,"The standing cable low-to-high twist is a core exercise targeting the upper abdominals and the obliques. Take care to perform it with control, as opposed to violent twisting which can injure the back. It is usually performed for moderate to high reps, at least 8-15 per side, as part of the core-focused portion of a workout.",3.2729760687080804,9,9.481901416993413
151,Single-arm high-cable side bend,strength,Abdominals,cable,intermediate,The single-arm high-cable side bend is an exercise targeting the obliques using a cable stack machine.,4.535372250340508,13,7.5099564349686245
152,Kneeling cable oblique crunch,strength,Abdominals,cable,intermediate,"The kneeling cable oblique crunch is a popular core isolation exercise using a rope attachment and cable stack while kneeling on the floor. It primarily targets the obliques and rectus abdominis or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed for moderate to high reps, such as 8-12 reps per set or higher.",7.927614262425373,12,3.373767276414111
153,Kneeling cable crunch,strength,Abdominals,cable,intermediate,"The kneeling cable crunch is a popular core isolation exercise using a rope attachment and cable stack while kneeling on the floor. It primarily targets the rectus abdominis or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed early in an ab workout, usually in moderate to high reps, such as 8-12 reps per set or higher.",7.579176383424009,12,7.034887851201198
154,Rope Crunch,strength,Abdominals,cable,intermediate,"The kneeling cable crunch is a popular core isolation exercise using a rope attachment and cable stack while kneeling on the floor. It primarily targets the rectus abdominus or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed early in an ab workout, usually in moderate to high reps like 8-12 reps per set or higher.",4.674209734955131,12,9.26235858205995
155,Standing cable crunch,strength,Abdominals,cable,intermediate,"The standing cable crunch is a popular core isolation exercise using a rope attachment. It primarily targets the rectus abdominis or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed early in an ab workout, usually in moderate to high reps, such as 8-12 reps per set or higher.",9.405788194732015,8,3.643677490596715
156,Bosu Ball Cable Crunch With Side Bends,strength,Abdominals,cable,beginner,,3.124029162511463,10,8.416514727623868
157,Standing Cable Wood Chop,strength,Abdominals,cable,intermediate,The standing cable high-to-low twist is a core exercise targeting the lower abdominals and the obliques.,7.306762116161712,8,7.424381412373554
158,Cable reverse crunch,strength,Abdominals,cable,beginner,"The cable reverse crunch is performed on the ground facing away from a high pulley, which helps target the lower abdominals specifically.",6.21247466799557,6,8.746574800569299
159,Cable Russian Twists,strength,Abdominals,cable,beginner,,7.885093718062373,12,6.200127860989679
160,Pallof press with rotation,strength,Abdominals,cable,intermediate,The Pallof press with rotation is a dynamic variation of the Pallof press that incorporates weighted rotation away from the torso using resistance from a cable pulley. It is intended to build abdominal strength and teach proper bracing. It can be performed for time or for reps in the core-focused portion of any workout.,9.344133209398516,3,8.986311892480536
161,Cable Seated Crunch,strength,Abdominals,cable,beginner,,6.539172255923383,10,7.943929707011432
162,Cable Judo Flip,strength,Abdominals,cable,beginner,,3.3718575993980378,7,5.184592367285106
163,Exercise Ball Cable Crunch - Gethin Variation,strength,Abdominals,cable,intermediate,"The exercise ball crunch is a popular gym exercise targeting the abdominals. Unlike crunches on the floor or a bench, by using a ball, you can increase the range of motion and both stretch and contract the abs on every rep. The ball crunch can be performed for low reps with a slower tempo, focusing on a hard contraction, or for higher reps.",6.615690012558354,8,8.530242033202596
164,Standing cable high-to-low twist,strength,Abdominals,cable,intermediate,"The standing cable high-to-low twist is a core exercise targeting the lower abdominals and the obliques. Take care to perform it with control, as opposed to violent twisting which can injure the back. It is usually performed for moderate to high reps, at least 8-15 per side, as part of the core-focused portion of a workout.",8.724641507549524,9,9.786438968757254
165,Bent-Over Reverse Cable Fly,strength,Abdominals,cable,intermediate,,8.013738471011045,10,3.2195935736667463
166,Standing Cable Crunch - Gethin Variation,strength,Abdominals,cable,intermediate,"The standing cable crunch is a popular core isolation exercise using a rope attachment. It primarily targets the rectus abdominus or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed early in an ab workout, usually in moderate to high reps like 8-12 reps per set or higher.",5.354196611358768,10,4.825996113240548
167,AM Cable Crunch,strength,Abdominals,cable,intermediate,"The kneeling cable crunch is a popular core isolation exercise using a rope attachment and cable stack while kneeling on the floor. It primarily targets the rectus abdominus or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed early in an ab workout, usually in moderate to high reps like 8-12 reps per set or higher.",9.29469168155687,6,5.785811683408516
168,Tyler Holt Weighted Knee-To-Chest Crunch,strength,Abdominals,cable,intermediate,,5.584611054671505,5,7.664115962032079
169,Standing cable twist,strength,Abdominals,cable,intermediate,"The standing cable twist is a core exercise that targets the abdominals, particularly the obliques. Take care to perform it with control, as opposed to violent twisting which can injure the back. It is usually performed for moderate to high reps, at least 8-15 per side, as part of the core-focused portion of a workout.",4.5423988677041525,11,7.956117362791079
170,30 Cable Rope Crunch,strength,Abdominals,cable,intermediate,"The kneeling cable crunch is a popular core isolation exercise using a rope attachment and cable stack while kneeling on the floor. It primarily targets the rectus abdominus or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed early in an ab workout, usually in moderate to high reps like 8-12 reps per set or higher.",3.143785489544257,7,5.984967635605228
171,30 Cable Rope Oblique Crunch,strength,Abdominals,cable,intermediate,"The kneeling cable oblique crunch is a popular core isolation exercise using a rope attachment and cable stack while kneeling on the floor. It primarily targets the obliques and rectus abdominus or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed for moderate to high reps like 8-12 reps per set or higher.",4.5681835669927375,6,3.3610547501908825
172,Cable lying twist on ball,strength,Abdominals,cable,intermediate,The cable lying twist on ball is an exercise targeting the core and obliques with the added challenge of stability to keep from losing position on the unstable surface.,6.560762002128337,3,9.924406130640126
173,30 Cable Pallof Press,strength,Abdominals,cable,intermediate,"The pallof press is an anti-rotation, isometric exercise that trains core stability. It is most often seen in programs for athletes who compete in sports that test strength, power, and functional movements.",7.906873470931495,11,8.282292402326695
174,30 Cable Reverse Crunch On Ball,strength,Abdominals,cable,intermediate,"The cable reverse crunch on a BOSU is performed on top of a BOSU ball between two cable pulleys, which helps target the lower abdominals specifically and is more proprioceptively challenging than a cable reverse crunch on the floor.",4.536687030374061,5,4.409183441800151
175,30 Cable Reverse Crunch,strength,Abdominals,cable,intermediate,"The cable reverse crunch is performed on the ground facing away from a high pulley, which helps target the lower abdominals specifically.",6.805360698511082,11,3.1136925701758367
